"ESTADO","ETAPA_CASO","LEY","PAÍS_HECHO","DEPARTAMENTO_HECHO","MUNICIPIO_HECHO","SECCIONAL_ACTUAL","DELITO","GRUPO_DELITO","CONSUMADO","AÑO_ACTUACIÓN","ACTUACIONES_AGRUPADAS","CUENTA_PROCESO_INDICIADO"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","CHAPARRAL","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","15"
"INACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","PREACUERDOS LEGALIZADOS","3"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Tolima","ESPINAL","DIRECCIÓN SECCIONAL DE TOLIMA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","8"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","ACACÍAS","DIRECCIÓN SECCIONAL DE META","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2023","IMPUTACIONES","6"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","IMPUTACIONES","4"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","23"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","16"
"ACTIVO","JUICIO","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","CAPTURAS","44"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Valle del Cauca","CALI","DELEGADA CONTRA LA CRIMINALIDAD ORGANIZADA","USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","IMPUTACIONES","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","4"
"ACTIVO","JUICIO","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","4"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","5"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","IMPUTACIONES","5"
"ACTIVO","JUICIO","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","IMPUTACIONES","22"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2014","IMPUTACIONES","1"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","24"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","IMPUTACIONES","9"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","3"
"INACTIVO","JUICIO","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2023","IMPUTACIONES","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2023","IMPUTACIONES","1"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","IMPUTACIONES","13"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","EL COLEGIO","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","4"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Quindío","QUIMBAYA","DIRECCIÓN SECCIONAL DE QUINDÍO","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3","DELITOS INFORMATICOS","NO APLICA","2015","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","SABANETA","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","4"
"INACTIVO","JUICIO","Ley 906","Colombia","Boyaca","NOBSA","DIRECCIÓN SECCIONAL DE BOYACÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","1"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Córdoba","MONTERÍA","DIRECCIÓN SECCIONAL DE CÓRDOBA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Huila","BARAYA","DIRECCIÓN SECCIONAL DE HUILA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Córdoba","CHINÚ","DIRECCIÓN SECCIONAL DE CÓRDOBA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","ESCRITOS DE ACUSACION","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","DE LA PROTECCION DE LA INFORMACION Y DE LOS DATOS","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","3"
"INACTIVO","JUICIO","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","2"
"INACTIVO","JUICIO","Ley 906","Colombia","Tolima","GUAMO","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","IMPUTACIONES","1"
"ACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","TURBO","DIRECCIÓN SECCIONAL DE ANTIOQUIA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","FACATATIVÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2012","IMPUTACIONES","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","CAPTURAS","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2011","CAPTURAS","1"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","PREACUERDOS LEGALIZADOS","24"
"ACTIVO","JUICIO","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","IMPUTACIONES","5"
"ACTIVO","JUICIO","Ley 1098","Colombia","Santander","FLORIDABLANCA","DIRECCIÓN SECCIONAL DE SANTANDER","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","ESCRITOS DE ACUSACION","3"
"ACTIVO","JUICIO","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","5"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","IMPUTACIONES","4"
"ACTIVO","JUICIO","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","2"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2021","ESCRITOS DE ACUSACION","6"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","6"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","SUPLANTACION DE SITIOS WEB PARA CAPTURAR DATOS PERSONALES ART 269G LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","TRASLADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","IMPUTACIONES","7"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Norte de Santander","LOS PATIOS","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","ESCRITOS DE ACUSACION","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","IMPUTACIONES","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2025","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","IMPUTACIONES","13"
"INACTIVO","JUICIO","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Valle del Cauca","TULUÁ","DIRECCIÓN SECCIONAL DE VALLE DEL CAUCA","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","14"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","La Guajira","RIOHACHA","DIRECCIÓN SECCIONAL DE LA GUAJIRA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN SECCIONAL DE NARIÑO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2024","IMPUTACIONES","1"
